"term","ontology","ID","Description","sig_count","up_count","down_count","mean_NES","sd_NES","mean_up_NES","sd_up_NES","mean_down_NES","sd_down_NES","consensus"
"BP: animal organ formation","BP","GO:0048645","animal organ formation",5,2,3,-0.281396512633016,2.01746521375442,1.91872675534037,0.315098207106481,-1.74814535794861,0.152044994089548,"mixed"
"CC: presynaptic active zone","CC","GO:0048786","presynaptic active zone",5,3,2,0.516419714730288,1.92295825264949,1.91858044127197,0.144425026550083,-1.58682137508224,0.0628197120643686,"mixed"
"BP: regulation of myeloid leukocyte mediated immunity","BP","GO:0002886","regulation of myeloid leukocyte mediated immunity",5,3,2,0.429540597926452,2.03848425094526,1.91780973843637,0.0691656709416535,-1.80286311283842,0.00407748426775618,"mixed"
"BP: negative regulation of CD4-positive, alpha-beta T cell activation","BP","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",5,3,2,0.463727898104496,1.99796634050712,1.91522460584634,0.255930577719123,-1.71351716350827,0.187501668215927,"mixed"
"BP: regulation of non-canonical NF-kappaB signal transduction","BP","GO:1901222","regulation of non-canonical NF-kappaB signal transduction",5,2,3,-0.310369179498595,2.05731364958777,1.91367140081306,0.609408345622411,-1.79306289970637,0.188313926502535,"mixed"
"BP: regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",5,3,2,0.46223929527881,2.00719505198111,1.91338263607693,0.396886886636212,-1.71447571591837,0.0816213124842916,"mixed"
"BP: negative regulation of ubiquitin protein ligase activity","BP","GO:1904667","negative regulation of ubiquitin protein ligase activity",5,2,3,-0.275331830142601,2.00697718471749,1.91308225969119,0.361591122675953,-1.73427455669846,0.092810141232723,"mixed"
"BP: positive regulation of T cell mediated immunity","BP","GO:0002711","positive regulation of T cell mediated immunity",5,3,2,0.514478968912701,1.92706460409678,1.91135559543203,0.331479148375889,-1.58083597086628,0.00853105882459146,"mixed"
"BP: regulation of cytokinesis","BP","GO:0032465","regulation of cytokinesis",5,3,2,0.44184438994497,2.02285935308892,1.91070297038362,0.295575839749141,-1.76144348071301,0.107322995991184,"mixed"
"MF: nucleosomal DNA binding","MF","GO:0031492","nucleosomal DNA binding",5,2,3,-0.430443325371854,2.15675263546106,1.90950056244957,0.447557771390288,-1.9904059172528,0.278294001940066,"mixed"
"BP: regulation of collagen metabolic process","BP","GO:0010712","regulation of collagen metabolic process",5,3,2,0.40336659090973,2.06198982648565,1.90816707609704,0.0980112339435144,-1.85383413687124,0.0693687430569304,"mixed"
"BP: proximal/distal pattern formation","BP","GO:0009954","proximal/distal pattern formation",5,2,3,-0.485069598331994,2.19531911094769,1.90535647676432,0.0366183782282379,-2.07868698172954,0.338556018217992,"mixed"
"BP: positive regulation of cell cycle G1/S phase transition","BP","GO:1902808","positive regulation of cell cycle G1/S phase transition",5,3,2,0.373897767723214,2.1071639070511,1.90358446888562,0.32480640146329,-1.92063228402039,1.99694514363332e-06,"mixed"
"BP: negative regulation of alpha-beta T cell activation","BP","GO:0046636","negative regulation of alpha-beta T cell activation",5,3,2,0.422593709869927,2.03319748110157,1.90300944214431,0.221128533286335,-1.79802988854165,0.0232761556785877,"mixed"
"BP: regulation of T cell mediated immunity","BP","GO:0002709","regulation of T cell mediated immunity",5,3,2,0.490995124706925,1.95040694008848,1.90009158151102,0.396378813026903,-1.62264956049921,0.102325053697106,"mixed"
"BP: protein N-linked glycosylation","BP","GO:0006487","protein N-linked glycosylation",5,1,4,-0.920787208921054,1.57766705933168,1.8986561623801,NA,-1.62564805174634,0.080740831127658,"mixed"
"BP: response to lipoprotein particle","BP","GO:0055094","response to lipoprotein particle",5,4,1,1.17902822650061,1.62221126341271,1.89788416716816,0.252454790613755,-1.69639553616961,NA,"mixed"
"BP: endothelial cell apoptotic process","BP","GO:0072577","endothelial cell apoptotic process",5,2,3,-0.332506785691077,2.0498658869312,1.89632871401229,0.489620860027023,-1.81839711882665,0.0672547962983818,"mixed"
"MF: peptidyl-proline dioxygenase activity","MF","GO:0031543","peptidyl-proline dioxygenase activity",5,2,3,-0.368846630925552,2.06761715033445,1.89583643449286,0.0620320301902698,-1.87863534120449,0.0132311378213294,"mixed"
"BP: positive regulation of extrinsic apoptotic signaling pathway","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway",5,3,2,0.383003905168089,2.07652856863043,1.89235797430123,0.236618879693285,-1.88102719853162,0.223122840231664,"mixed"
"MF: MHC protein complex binding","MF","GO:0023023","MHC protein complex binding",5,3,2,0.273794296502539,2.21955676660499,1.89146821396673,0.194643249385241,-2.15271657969375,0.0586531954448618,"mixed"
"BP: BMP signaling pathway","BP","GO:0030509","BMP signaling pathway",5,2,3,-0.273408830673372,1.97760858538697,1.89014089776527,0.154706882864129,-1.71577531629913,0.0912429639929147,"mixed"
"BP: regulation of lymphocyte migration","BP","GO:2000401","regulation of lymphocyte migration",5,4,1,1.13912184785632,1.68856231572222,1.88570239466243,0.29287114283842,-1.84720033936814,NA,"mixed"
"BP: positive regulation of stem cell proliferation","BP","GO:2000648","positive regulation of stem cell proliferation",5,2,3,-0.222815167744827,1.93355062530957,1.88531357793824,0.33282913265989,-1.62823433153354,0.121807545761365,"mixed"
"BP: syncytium formation","BP","GO:0006949","syncytium formation",5,4,1,1.19550087223032,1.54821724416178,1.88439452855046,0.179273669861739,-1.56007375305022,NA,"mixed"
"BP: regulation of protein processing","BP","GO:0070613","regulation of protein processing",5,2,3,-0.360900778154739,2.0517304778085,1.88267324519888,0.0687361984915732,-1.85661679372382,0.165709316373965,"mixed"
"BP: T-helper 17 cell lineage commitment","BP","GO:0072540","T-helper 17 cell lineage commitment",5,1,4,-1.01787471712343,1.62700555854955,1.88124386775721,NA,-1.7426543633436,0.165808764046661,"mixed"
"BP: T cell migration","BP","GO:0072678","T cell migration",5,4,1,1.15521797518228,1.63789965096444,1.88104703605898,0.254495942505113,-1.74809826832452,NA,"mixed"
"BP: calcium-mediated signaling","BP","GO:0019722","calcium-mediated signaling",5,3,2,0.547624609538528,1.82892501525726,1.88097376198565,0.151941001895528,-1.45239911913215,0.00670761769057356,"mixed"
"BP: dopamine secretion","BP","GO:0014046","dopamine secretion",5,5,0,1.88059171498552,0.111393778394073,1.88059171498552,0.111393778394073,NA,NA,"up"
"BP: collagen-activated tyrosine kinase receptor signaling pathway","BP","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway",5,3,2,0.424030486592527,2.00641820427336,1.87980648590532,0.288013488446115,-1.75963351237667,0.205728708231343,"mixed"
"CC: immunological synapse","CC","GO:0001772","immunological synapse",5,2,3,-0.316028782650574,2.0054839918079,1.87973017246668,0.1006518214251,-1.77986808606207,0.0571930058784997,"mixed"
"BP: regulation of cell division","BP","GO:0051302","regulation of cell division",5,3,2,0.505543183058946,1.88993200872438,1.87945160529316,0.183045315184546,-1.55531945029237,0.251352681378384,"mixed"
"MF: Wnt-protein binding","MF","GO:0017147","Wnt-protein binding",5,3,2,0.387459764380083,2.04089546583532,1.87676792097471,0.112610978838492,-1.84650247051186,0.0190749839870346,"mixed"
"BP: regulation of transcription initiation by RNA polymerase II","BP","GO:0060260","regulation of transcription initiation by RNA polymerase II",5,2,3,-0.379155098587144,2.06815485627015,1.87501189271965,0.0144746371812971,-1.88193309279167,0.292648059914386,"mixed"
"BP: vasodilation","BP","GO:0042311","vasodilation",5,5,0,1.8733114115495,0.315727078741407,1.8733114115495,0.315727078741407,NA,NA,"up"
"BP: telomere maintenance via telomere lengthening","BP","GO:0010833","telomere maintenance via telomere lengthening",5,1,4,-0.960581804774721,1.58939705597717,1.87300765726807,NA,-1.66897917028542,0.150770749755681,"mixed"
"BP: negative regulation of osteoblast differentiation","BP","GO:0045668","negative regulation of osteoblast differentiation",5,3,2,0.392583343659416,2.03318491400722,1.87234434625985,0.233836833053953,-1.82705816024124,0.057528802116891,"mixed"
"MF: antioxidant activity","MF","GO:0016209","antioxidant activity",5,5,0,1.87018378722895,0.133524004167576,1.87018378722895,0.133524004167576,NA,NA,"up"
"BP: vasculogenesis","BP","GO:0001570","vasculogenesis",5,3,2,0.396587906514191,2.01906406860246,1.86818552694868,0.0133162974829074,-1.81080852413755,0.253234143462739,"mixed"
"MF: protein-hormone receptor activity","MF","GO:0016500","protein-hormone receptor activity",5,3,2,0.456259626316681,1.93747922276561,1.86798679325779,0.184258343270398,-1.66133112409499,0.00993611430228193,"mixed"
"BP: actin polymerization or depolymerization","BP","GO:0008154","actin polymerization or depolymerization",5,3,2,0.469161997503739,1.91305013061571,1.8651069850225,0.106642296726402,-1.6247554837744,0.0364690108492142,"mixed"
"BP: negative regulation of sequestering of calcium ion","BP","GO:0051283","negative regulation of sequestering of calcium ion",5,4,1,1.15695506365223,1.57408167151118,1.86067091071555,0.046948788372847,-1.65790832460102,NA,"mixed"
"BP: regulation of cell-substrate junction assembly","BP","GO:0090109","regulation of cell-substrate junction assembly",5,2,3,-0.350680750569977,2.02693781232643,1.86034724118561,0.22229742610819,-1.82469941174037,0.210960699433805,"mixed"
"BP: regulation of focal adhesion assembly","BP","GO:0051893","regulation of focal adhesion assembly",5,2,3,-0.350680750569977,2.02693781232643,1.86034724118561,0.22229742610819,-1.82469941174037,0.210960699433805,"mixed"
"BP: lysosome organization","BP","GO:0007040","lysosome organization",5,2,3,-0.279036498372817,1.95615355075423,1.85991559521725,0.210024512860071,-1.7050045607662,0.0763206992462424,"mixed"
"BP: lytic vacuole organization","BP","GO:0080171","lytic vacuole organization",5,2,3,-0.279036498372817,1.95615355075423,1.85991559521725,0.210024512860071,-1.7050045607662,0.0763206992462424,"mixed"
"BP: regulation of cell killing","BP","GO:0031341","regulation of cell killing",5,3,2,0.39922260954005,2.00588685862521,1.85832246602478,0.251863085230751,-1.78942717518705,0.0128606789880327,"mixed"
"MF: structural constituent of nuclear pore","MF","GO:0017056","structural constituent of nuclear pore",5,1,4,-1.15494016351096,1.68908863839326,1.85668219560462,NA,-1.90784575328985,0.157845041090703,"mixed"
"BP: angiogenesis involved in wound healing","BP","GO:0060055","angiogenesis involved in wound healing",5,3,2,0.425581108003626,1.96019008635907,1.85568586358078,0.120265341309451,-1.7195760253621,0.0381589382461193,"mixed"
"MF: alpha-mannosidase activity","MF","GO:0004559","alpha-mannosidase activity",5,2,3,-0.416327102944538,2.07398001274637,1.85529077198666,0.0100130530399682,-1.93073901956534,0.0481986142503918,"mixed"
"BP: nucleotide-excision repair","BP","GO:0006289","nucleotide-excision repair",5,1,4,-1.01581307860725,1.60821876595439,1.85506070823523,NA,-1.73353152531787,0.119826293299011,"mixed"
"BP: postsynapse assembly","BP","GO:0099068","postsynapse assembly",5,2,3,-0.279228207360555,1.94833595999308,1.85249797897974,0.00808075694885795,-1.70037899825408,0.135027728533613,"mixed"
"BP: forebrain regionalization","BP","GO:0021871","forebrain regionalization",5,3,2,0.263160868675139,2.17423796224615,1.85069470435878,0.0586560484877393,-2.11813988485033,0.0196011743949676,"mixed"
"CC: neuronal cell body membrane","CC","GO:0032809","neuronal cell body membrane",5,4,1,1.10354774284913,1.67481684535361,1.85061977204421,0.13870054771326,-1.88474037393118,NA,"mixed"
"BP: regulation of sequestering of calcium ion","BP","GO:0051282","regulation of sequestering of calcium ion",5,4,1,1.15940051289783,1.54621468945307,1.85048435551858,0.0610516527008988,-1.60493485758517,NA,"mixed"
"BP: integrin activation","BP","GO:0033622","integrin activation",5,3,2,0.29707996887146,2.12746636908799,1.848621652618,0.135410582007267,-2.03023255674835,0.11475444191764,"mixed"
"BP: regulation of bicellular tight junction assembly","BP","GO:2000810","regulation of bicellular tight junction assembly",5,4,1,1.12416615079699,1.62660048905459,1.84824753333512,0.180221746009276,-1.77215937935553,NA,"mixed"
"BP: release of sequestered calcium ion into cytosol","BP","GO:0051209","release of sequestered calcium ion into cytosol",5,4,1,1.14418784064901,1.57158339211398,1.84674339460599,0.0510271351277609,-1.6660343751789,NA,"mixed"
"MF: DNA translocase activity","MF","GO:0015616","DNA translocase activity",5,1,4,-1.1724870534093,1.70273875948886,1.8456789461529,NA,-1.92702855329985,0.264965174517337,"mixed"
"BP: negative regulation of cytokine production involved in immune response","BP","GO:0002719","negative regulation of cytokine production involved in immune response",5,3,2,0.378357447612411,2.01739826605022,1.84456146138722,0.239526855112768,-1.8209485730498,0.204157419015691,"mixed"
"BP: cellular response to lipoprotein particle stimulus","BP","GO:0071402","cellular response to lipoprotein particle stimulus",5,4,1,1.15409264022204,1.54865073606972,1.84276102825288,0.189730893510664,-1.60058091190135,NA,"mixed"
"MF: S100 protein binding","MF","GO:0044548","S100 protein binding",5,3,2,0.38865499656421,1.99211790595129,1.84114477472295,0.155824961962687,-1.7900796706739,0.0512152310200178,"mixed"
"BP: tRNA aminoacylation for protein translation","BP","GO:0006418","tRNA aminoacylation for protein translation",5,2,3,-0.516079481481276,2.22411632674428,1.84107931825052,0.00419614928719388,-2.08751868130247,0.795643588984051,"mixed"
"BP: positive regulation of lymphocyte mediated immunity","BP","GO:0002708","positive regulation of lymphocyte mediated immunity",5,3,2,0.477458211880469,1.8679509165048,1.83982341105292,0.12452313971142,-1.56608958687821,0.0752227483265711,"mixed"
"MF: ATP-dependent chromatin remodeler activity","MF","GO:0140658","ATP-dependent chromatin remodeler activity",5,1,4,-1.18977044515342,1.71061086649439,1.83893118868143,NA,-1.94694585361213,0.281937441514039,"mixed"
"BP: positive regulation of blood vessel endothelial cell migration","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration",5,2,3,-0.464386175695925,2.11033503001448,1.83853946601137,0.0157400768652486,-1.99966993683412,0.260371178795954,"mixed"
"BP: tissue regeneration","BP","GO:0042246","tissue regeneration",5,3,2,0.400228283826859,1.97458903949999,1.83739194472873,0.228883762922328,-1.75551720752594,0.0208934001223157,"mixed"
"BP: prostate gland morphogenesis","BP","GO:0060512","prostate gland morphogenesis",5,3,2,0.299133183665863,2.11354280246776,1.83668233077279,0.233240271836579,-2.00719053699452,0.170353498264823,"mixed"
"CC: Golgi stack","CC","GO:0005795","Golgi stack",5,2,3,-0.313333965094717,1.97490674997071,1.83544152282752,0.138720691969252,-1.74585095704287,0.309027719054087,"mixed"
"BP: aminoglycan biosynthetic process","BP","GO:0006023","aminoglycan biosynthetic process",5,2,3,-0.312397114969047,1.96453204570365,1.83524171884415,0.137467463277179,-1.74415633751118,0.148557726015829,"mixed"
"BP: inflammatory response to antigenic stimulus","BP","GO:0002437","inflammatory response to antigenic stimulus",5,3,2,0.324964394693594,2.07391859229139,1.83202940428683,0.261527179213773,-1.93563311969626,0.182820418226953,"mixed"
"BP: regulation of actin filament length","BP","GO:0030832","regulation of actin filament length",5,3,2,0.44457730038021,1.89936265842354,1.83073258909157,0.0956021317174658,-1.63465563268683,0.0365494802780059,"mixed"
"BP: positive regulation of substrate adhesion-dependent cell spreading","BP","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading",5,2,3,-0.357823622504055,2.01086233179405,1.83020146879064,0.130881222895988,-1.81650701670052,0.315404535019939,"mixed"
"MF: ATP-dependent H2AZ histone chaperone activity","MF","GO:0140849","ATP-dependent H2AZ histone chaperone activity",5,1,4,-1.16903882285093,1.69260871623583,1.82867056151063,NA,-1.91846616894133,0.274997044680038,"mixed"
"MF: ATP-dependent H3-H4 histone complex chaperone activity","MF","GO:0140665","ATP-dependent H3-H4 histone complex chaperone activity",5,1,4,-1.16903882285093,1.69260871623583,1.82867056151063,NA,-1.91846616894133,0.274997044680038,"mixed"
"MF: H3-H4 histone complex chaperone activity","MF","GO:0000510","H3-H4 histone complex chaperone activity",5,1,4,-1.16903882285093,1.69260871623583,1.82867056151063,NA,-1.91846616894133,0.274997044680038,"mixed"
"MF: chromatin extrusion motor activity","MF","GO:0140584","chromatin extrusion motor activity",5,1,4,-1.16903882285093,1.69260871623583,1.82867056151063,NA,-1.91846616894133,0.274997044680038,"mixed"
"BP: cellular response to vitamin","BP","GO:0071295","cellular response to vitamin",5,3,2,0.432349310162243,1.91167310372919,1.82787676479376,0.0577716297725494,-1.66094187178503,0.0712356999389438,"mixed"
"BP: positive regulation of double-strand break repair via homologous recombination","BP","GO:1905168","positive regulation of double-strand break repair via homologous recombination",5,2,3,-0.426203107266088,2.06812415408931,1.82772389620383,0.00807042153185467,-1.92882110957937,0.295405212070841,"mixed"
"BP: cardiac muscle tissue morphogenesis","BP","GO:0055008","cardiac muscle tissue morphogenesis",5,3,2,0.326418044395457,2.05902318168116,1.82728588182523,0.167784793321419,-1.92488371174921,0.0864313966588443,"mixed"
"BP: regulation of actin polymerization or depolymerization","BP","GO:0008064","regulation of actin polymerization or depolymerization",5,3,2,0.449941495025229,1.88785828356071,1.82708962392602,0.125662088633034,-1.61578069832595,0.0206496291445933,"mixed"
"BP: mRNA splice site recognition","BP","GO:0006376","mRNA splice site recognition",5,3,2,0.321586310272298,2.0720799665384,1.82676536152611,0.300631041923924,-1.93618226660842,0.0396696569518287,"mixed"
"MF: ATP-dependent histone chaperone activity","MF","GO:0140674","ATP-dependent histone chaperone activity",5,1,4,-1.16462266488821,1.68791117501854,1.82586565358222,NA,-1.91224474450582,0.269196991299927,"mixed"
"MF: aminoacyl-tRNA ligase activity","MF","GO:0004812","aminoacyl-tRNA ligase activity",5,2,3,-0.505838716988718,2.18982254614498,1.82549523813922,0.0369229875804143,-2.06006135374067,0.728995127887047,"mixed"
"MF: ligase activity, forming carbon-oxygen bonds","MF","GO:0016875","ligase activity, forming carbon-oxygen bonds",5,2,3,-0.505838716988718,2.18982254614498,1.82549523813922,0.0369229875804143,-2.06006135374067,0.728995127887047,"mixed"
"MF: carbohydrate transmembrane transporter activity","MF","GO:0015144","carbohydrate transmembrane transporter activity",5,4,1,1.085445784889,1.65660442820986,1.82503893069234,0.111643032134798,-1.87292679832432,NA,"mixed"
"BP: positive regulation of cell adhesion mediated by integrin","BP","GO:0033630","positive regulation of cell adhesion mediated by integrin",5,4,1,1.0844318815089,1.65720391504712,1.82466200333094,0.0939620475452852,-1.87648860577924,NA,"mixed"
"MF: alpha-actinin binding","MF","GO:0051393","alpha-actinin binding",5,3,2,0.305997586386354,2.08360990001328,1.82377827872772,0.197245342992094,-1.97067345212569,0.102336140915827,"mixed"
"MF: pentosyltransferase activity","MF","GO:0016763","pentosyltransferase activity",5,2,3,-0.33546723129618,1.9717376894644,1.82341946015184,0.0916097731606137,-1.77472502559486,0.0575900395377603,"mixed"
"MF: cohesin loader activity","MF","GO:0061775","cohesin loader activity",5,1,4,-1.18137528912179,1.69428712755245,1.82117375373369,NA,-1.93201254983566,0.266651794743216,"mixed"
"BP: positive regulation of hydrolase activity","BP","GO:0051345","positive regulation of hydrolase activity",5,4,1,1.14740859164604,1.51658680685543,1.8208580479909,0.207732813880341,-1.54638923373343,NA,"mixed"
"BP: positive regulation of adaptive immune response","BP","GO:0002821","positive regulation of adaptive immune response",5,3,2,0.459864702147257,1.87665991343702,1.81955957074015,0.310151688644034,-1.57967760074208,0.171013348264142,"mixed"
"BP: negative regulation of small GTPase mediated signal transduction","BP","GO:0051058","negative regulation of small GTPase mediated signal transduction",5,4,1,1.12475762651689,1.56176513991899,1.81922525212324,0.192124741386461,-1.65311287590849,NA,"mixed"
"BP: ruffle assembly","BP","GO:0097178","ruffle assembly",5,3,2,0.429063580501282,1.90903484817408,1.8190682641638,0.203178542951962,-1.65594344499249,0.0651575859889492,"mixed"
"CC: specific granule membrane","CC","GO:0035579","specific granule membrane",5,3,2,0.354524562086714,2.00996514384469,1.81797447691578,0.198938430010587,-1.84065031015688,0.134328406948388,"mixed"
"CC: Golgi lumen","CC","GO:0005796","Golgi lumen",5,4,1,1.0399641488054,1.75756895833201,1.81794792021,0.289263202977522,-2.07197093681301,NA,"mixed"
"MF: oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","MF","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",5,5,0,1.81529664244777,0.134804746845757,1.81529664244777,0.134804746845757,NA,NA,"up"
"BP: cell differentiation involved in embryonic placenta development","BP","GO:0060706","cell differentiation involved in embryonic placenta development",5,3,2,0.343574624870022,2.03014974961301,1.81518746721337,0.264145862335162,-1.863844638645,0.322727853017861,"mixed"
"MF: oxidoreductase activity, acting on peroxide as acceptor","MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor",5,5,0,1.81365362748227,0.197347783965708,1.81365362748227,0.197347783965708,NA,NA,"up"
"CC: AP-type membrane coat adaptor complex","CC","GO:0030119","AP-type membrane coat adaptor complex",5,3,2,0.374999863548494,1.97441678052178,1.81247025475435,0.218587504040616,-1.7812057232603,0.0178060952227652,"mixed"
"BP: regulation of substrate adhesion-dependent cell spreading","BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading",5,3,2,0.337031185940184,2.03856033102109,1.81153132709145,0.231504804378463,-1.87471902578672,0.457814315020108,"mixed"
"CC: microbody lumen","CC","GO:0031907","microbody lumen",5,4,1,1.10083841294152,1.58994300845598,1.81084842007184,0.0989795872026194,-1.73920161557975,NA,"mixed"
"CC: peroxisomal matrix","CC","GO:0005782","peroxisomal matrix",5,4,1,1.10083841294152,1.58994300845598,1.81084842007184,0.0989795872026194,-1.73920161557975,NA,"mixed"
"BP: regulation of glial cell differentiation","BP","GO:0045685","regulation of glial cell differentiation",5,4,1,1.08950392679349,1.61758112463264,1.81057226416553,0.149982038771005,-1.79476942269466,NA,"mixed"
"BP: regulation of actin filament polymerization","BP","GO:0030833","regulation of actin filament polymerization",5,3,2,0.480815537358828,1.82209640531918,1.80869942967621,0.161421830227516,-1.51101030111725,0.0588216838470778,"mixed"
"BP: positive regulation of blood coagulation","BP","GO:0030194","positive regulation of blood coagulation",5,3,2,0.388525944813743,1.94517503007974,1.80526508190264,0.165200266784748,-1.73658276081961,0.163150130541791,"mixed"
"BP: positive regulation of hemostasis","BP","GO:1900048","positive regulation of hemostasis",5,3,2,0.388525944813743,1.94517503007974,1.80526508190264,0.165200266784748,-1.73658276081961,0.163150130541791,"mixed"
"BP: detection of external biotic stimulus","BP","GO:0098581","detection of external biotic stimulus",5,2,3,-0.305840764808138,1.93217498374159,1.80384819599969,0.250041552377614,-1.71230007201336,0.131760240760205,"mixed"
"CC: proteasome complex","CC","GO:0000502","proteasome complex",5,1,4,-0.971862167899091,1.5522396754583,1.8026375045597,NA,-1.66548708601379,0.071836619433995,"mixed"
"BP: negative regulation of biomineral tissue development","BP","GO:0070168","negative regulation of biomineral tissue development",5,3,2,0.372770840738137,1.96267044575611,1.80197535176674,0.20609524648449,-1.77103592580476,0.0604905426264046,"mixed"
"BP: positive regulation of neural precursor cell proliferation","BP","GO:2000179","positive regulation of neural precursor cell proliferation",5,3,2,0.444755869836203,1.85763966675431,1.80038246866955,0.0933356305997935,-1.58868402841382,0.0543266061313876,"mixed"
"BP: postsynaptic density organization","BP","GO:0097106","postsynaptic density organization",5,4,1,1.09108223386808,1.59288778173971,1.80011134820736,0.177689092938462,-1.74503422348901,NA,"mixed"
"BP: glycosaminoglycan biosynthetic process","BP","GO:0006024","glycosaminoglycan biosynthetic process",5,2,3,-0.362226071131478,1.980005082567,1.80010602192716,0.218676013232117,-1.80378079983724,0.155340014640361,"mixed"
"BP: regulation of dendrite development","BP","GO:0050773","regulation of dendrite development",5,2,3,-0.19827779614387,1.82799287115283,1.79992191280054,0.173608367880897,-1.53041093544014,0.115653850906522,"mixed"
"BP: positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",5,3,2,0.439822764365524,1.87421640976453,1.79838040235134,0.308569707304688,-1.5980136926132,0.13314148871931,"mixed"
"MF: intramolecular oxidoreductase activity, transposing S-S bonds","MF","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds",5,2,3,-0.420729433573085,2.02534802014766,1.79507800936721,0.200762768183447,-1.89793439553328,0.0301991264509689,"mixed"
"MF: protein disulfide isomerase activity","MF","GO:0003756","protein disulfide isomerase activity",5,2,3,-0.420729433573085,2.02534802014766,1.79507800936721,0.200762768183447,-1.89793439553328,0.0301991264509689,"mixed"
"BP: negative regulation of reproductive process","BP","GO:2000242","negative regulation of reproductive process",5,3,2,0.269702601509876,2.08917359497611,1.79506091304656,0.0607887206324737,-2.01833486579515,0.0284580983891938,"mixed"
"BP: cellular response to corticosteroid stimulus","BP","GO:0071384","cellular response to corticosteroid stimulus",5,2,3,-0.304587368407927,1.92086224042146,1.79498377550702,0.0627492485996845,-1.70430146435122,0.174517750730857,"mixed"
"BP: negative regulation of production of molecular mediator of immune response","BP","GO:0002701","negative regulation of production of molecular mediator of immune response",5,3,2,0.38460736371658,1.93745447207583,1.79334734662607,0.207853484454986,-1.72850261064766,0.210714588027416,"mixed"
"BP: positive regulation of stress fiber assembly","BP","GO:0051496","positive regulation of stress fiber assembly",5,4,1,1.05783394233337,1.64082234659542,1.78857244110752,0.172835972850802,-1.86512005276319,NA,"mixed"
"BP: cellular extravasation","BP","GO:0045123","cellular extravasation",5,3,2,0.416223601230757,1.88332072920637,1.78597324214835,0.237096920612191,-1.63840086014563,0.0596018938626777,"mixed"
"BP: response to macrophage colony-stimulating factor","BP","GO:0036005","response to macrophage colony-stimulating factor",5,4,1,1.08866147563817,1.57895566824154,1.78561310260513,0.293014563034362,-1.69914503222965,NA,"mixed"
"MF: L-ascorbic acid binding","MF","GO:0031418","L-ascorbic acid binding",5,3,2,0.327409873662806,1.99594948610636,1.7846969952724,0.0587462063577755,-1.85852080875159,0.0266835110364671,"mixed"
"BP: modulation of excitatory postsynaptic potential","BP","GO:0098815","modulation of excitatory postsynaptic potential",5,3,2,0.270042926956706,2.07585354934253,1.7839458187594,0.114573933610265,-2.00081141074734,0.145439737286143,"mixed"
"BP: artery morphogenesis","BP","GO:0048844","artery morphogenesis",5,2,3,-0.44336195532111,2.04082817368664,1.78368004382919,0.0379954356736241,-1.92805662142131,0.251085641089529,"mixed"
"BP: hair follicle development","BP","GO:0001942","hair follicle development",5,3,2,0.350908188367318,1.96868327563164,1.78342557350789,0.205032890864985,-1.79786788934354,0.167281038552112,"mixed"
"MF: cargo receptor activity","MF","GO:0038024","cargo receptor activity",5,5,0,1.7809333635805,0.230619821738042,1.7809333635805,0.230619821738042,NA,NA,"up"
"BP: regulation of leukocyte apoptotic process","BP","GO:2000106","regulation of leukocyte apoptotic process",5,3,2,0.346245414446461,1.98047959725163,1.77917072227898,0.373728672976811,-1.80314254730232,0.101436999206092,"mixed"
"MF: oxidoreductase activity, acting on a sulfur group of donors","MF","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors",5,3,2,0.34490361374867,1.96619119873229,1.77780225239429,0.132290162301666,-1.80444434421976,0.172165998565611,"mixed"
"MF: proton-transporting ATP synthase activity, rotational mechanism","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism",5,2,3,-0.454272901993832,2.04510303603815,1.77771704352434,0.135234594828243,-1.94226619900594,0.229746519847499,"mixed"
"BP: pyridine-containing compound catabolic process","BP","GO:0072526","pyridine-containing compound catabolic process",5,2,3,-0.233192952309294,1.83836953446383,1.77745572946303,0.169497329808906,-1.57362540682418,0.0836274410425085,"mixed"
"MF: oxidoreductase activity, acting on NAD(P)H","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H",5,3,2,0.22200689746852,2.1624642440099,1.77717356521806,0.0908987707801049,-2.1107431041558,0.741219279182955,"mixed"
"MF: microtubule motor activity","MF","GO:0003777","microtubule motor activity",5,3,2,0.345800002514717,1.95806504875846,1.77501664410062,0.0897764489472097,-1.79802495986414,0.00193770768233048,"mixed"
