"term","ontology","ID","Description","sig_count","up_count","down_count","mean_NES","sd_NES","mean_up_NES","sd_up_NES","mean_down_NES","sd_down_NES","consensus"
"BP: establishment or maintenance of apical/basal cell polarity","BP","GO:0035088","establishment or maintenance of apical/basal cell polarity",5,3,2,0.331154486553597,1.97824688959097,1.77491281563691,0.101378632181717,-1.83448300707138,0.00138729898087512,"mixed"
"BP: establishment or maintenance of bipolar cell polarity","BP","GO:0061245","establishment or maintenance of bipolar cell polarity",5,3,2,0.331154486553597,1.97824688959097,1.77491281563691,0.101378632181717,-1.83448300707138,0.00138729898087512,"mixed"
"BP: regulation of calcium-mediated signaling","BP","GO:0050848","regulation of calcium-mediated signaling",5,3,2,0.379734094096428,1.9115936631118,1.77483559379712,0.0976265256800502,-1.71291815545461,0.0196976105315054,"mixed"
"BP: regulation of ATP-dependent activity","BP","GO:0043462","regulation of ATP-dependent activity",5,3,2,0.324607665926822,1.99560783440058,1.77422139649378,0.1817237620751,-1.84981292992361,0.321567573950852,"mixed"
"MF: ATP hydrolysis activity","MF","GO:0016887","ATP hydrolysis activity",5,1,4,-0.918948971359935,1.51962080364411,1.77284407970451,NA,-1.59189723412605,0.244814392464519,"mixed"
"BP: regulation of defense response to virus","BP","GO:0050688","regulation of defense response to virus",5,4,1,1.06862284468739,1.59931410628243,1.77255498214393,0.327013434654343,-1.74710570513876,NA,"mixed"
"BP: positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",5,2,3,-0.350902671542535,1.95564290183309,1.7716438205685,0.464461820438969,-1.76593366628323,0.18039745666019,"mixed"
"CC: endoplasmic reticulum exit site","CC","GO:0070971","endoplasmic reticulum exit site",5,3,2,0.308110306793014,2.01345431033872,1.77135369062823,0.276608566708389,-1.88675476895981,0.0697096722262555,"mixed"
"BP: negative regulation of SMAD protein signal transduction","BP","GO:0060392","negative regulation of SMAD protein signal transduction",5,2,3,-0.36278859975236,1.94867725453353,1.77103824192239,0.0489036530911236,-1.78533982753553,0.0692482294149006,"mixed"
"BP: adherens junction organization","BP","GO:0034332","adherens junction organization",5,4,1,1.10855658833349,1.48498769319587,1.76897132892509,0.180555812201753,-1.53310237403289,NA,"mixed"
"BP: regulation of ossification","BP","GO:0030278","regulation of ossification",5,3,2,0.286884223326051,2.0489490712698,1.76867705473926,0.202458870752109,-1.93580502379376,0.492914834155221,"mixed"
"BP: brain-derived neurotrophic factor receptor signaling pathway","BP","GO:0031547","brain-derived neurotrophic factor receptor signaling pathway",5,4,1,1.08239663557296,1.5452858729787,1.76853540047195,0.212842369660486,-1.66215842402299,NA,"mixed"
"BP: negative regulation of cell cycle G1/S phase transition","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition",5,2,3,-0.476538286974936,2.05166712098853,1.76841423981775,0.0839234388039742,-1.97317330483673,0.124370279055251,"mixed"
"CC: proteasome core complex","CC","GO:0005839","proteasome core complex",5,3,2,0.353434793260477,1.93758935159255,1.76780025892702,0.0736926372509364,-1.76811340523933,0.0540947642887805,"mixed"
"BP: vascular endothelial growth factor receptor signaling pathway","BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway",5,4,1,1.03894750094471,1.63444747408357,1.76721854766427,0.161348310963877,-1.87413668593352,NA,"mixed"
"CC: potassium channel complex","CC","GO:0034705","potassium channel complex",5,3,2,0.371403000070022,1.91584123581673,1.76710107453059,0.177507006452292,-1.72214411162082,0.0947350296717613,"mixed"
"BP: regulation of leukocyte degranulation","BP","GO:0043300","regulation of leukocyte degranulation",5,3,2,0.285930804950771,2.02708371256026,1.76614349071288,0.041646445243833,-1.9343882236924,0.00909367485194455,"mixed"
"BP: regulation of collagen biosynthetic process","BP","GO:0032965","regulation of collagen biosynthetic process",5,3,2,0.383923997701726,1.89368765148627,1.76597361253132,0.0862569658163309,-1.68915042454266,0.0622304056140476,"mixed"
"BP: positive regulation of cell junction assembly","BP","GO:1901890","positive regulation of cell junction assembly",5,5,0,1.76565480158699,0.0965429264059131,1.76565480158699,0.0965429264059131,NA,NA,"up"
"MF: metallopeptidase activity","MF","GO:0008237","metallopeptidase activity",5,3,2,0.29009240082279,2.03627091696062,1.76489740399622,0.369270017318879,-1.92211510393735,0.00167847158300453,"mixed"
"BP: regulation of ferroptosis","BP","GO:0110075","regulation of ferroptosis",5,2,3,-0.403228984827658,1.9802155154627,1.76462469508053,0.107188775610997,-1.84846477143312,0.0641323844152865,"mixed"
"BP: viral genome replication","BP","GO:0019079","viral genome replication",5,3,2,0.402311783339966,1.87936089057767,1.76329455851424,0.323575587557687,-1.63916237942144,0.162884158213911,"mixed"
"BP: apoptotic cell clearance","BP","GO:0043277","apoptotic cell clearance",5,1,4,-1.09215830262055,1.59893132614083,1.7632750272762,NA,-1.80601663509473,0.107162129506923,"mixed"
"BP: aminoglycan catabolic process","BP","GO:0006026","aminoglycan catabolic process",5,2,3,-0.358949130376989,1.94167904878425,1.76217143927953,0.0800791516232912,-1.773029510148,0.19606445372142,"mixed"
"BP: regulation of biomineral tissue development","BP","GO:0070167","regulation of biomineral tissue development",5,3,2,0.28034152396838,2.05027188009961,1.76212296614845,0.239937708054817,-1.94233063930172,0.481401188091836,"mixed"
"BP: positive T cell selection","BP","GO:0043368","positive T cell selection",5,4,1,1.08066662762727,1.52565227215151,1.76188138918341,0.0989754091420725,-1.6441924185973,NA,"mixed"
"MF: GDP binding","MF","GO:0019003","GDP binding",5,3,2,0.34730489689771,1.93717199538609,1.76169111641885,0.0537520801668207,-1.774274432384,0.0331655213006779,"mixed"
"BP: regulation of B cell activation","BP","GO:0050864","regulation of B cell activation",5,2,3,-0.410074355528774,1.99510551930605,1.76066209593394,0.374676000298105,-1.85723198983725,0.192889720348956,"mixed"
"BP: sphingolipid metabolic process","BP","GO:0006665","sphingolipid metabolic process",5,3,2,0.367126085163627,1.91191324853253,1.76041606095112,0.174683814804541,-1.72280887851762,0.0345403332807714,"mixed"
"BP: negative regulation of alpha-beta T cell differentiation","BP","GO:0046639","negative regulation of alpha-beta T cell differentiation",5,3,2,0.353013342458173,1.93208356862046,1.76020558642071,0.194417990672805,-1.75777502348563,0.0690352687093168,"mixed"
"BP: metanephros development","BP","GO:0001656","metanephros development",5,2,3,-0.351716314320811,1.93126558276397,1.75970622621,0.142413145416896,-1.75933134134135,0.138771428042106,"mixed"
"BP: positive regulation of miRNA transcription","BP","GO:1902895","positive regulation of miRNA transcription",5,4,1,1.04381866639297,1.60144847256353,1.75781655470984,0.144555814693654,-1.8121728868745,NA,"mixed"
"BP: embryonic digit morphogenesis","BP","GO:0042733","embryonic digit morphogenesis",5,2,3,-0.398676475012976,1.98786702261629,1.75556010512888,0.387369473302966,-1.83483419510755,0.306013571733489,"mixed"
"CC: COPI-coated vesicle membrane","CC","GO:0030663","COPI-coated vesicle membrane",5,4,1,1.03760775057933,1.6054925844129,1.75520868622473,0.0616541364827583,-1.83279599200225,NA,"mixed"
"BP: nephron tubule morphogenesis","BP","GO:0072078","nephron tubule morphogenesis",5,1,4,-0.970817802601773,1.52829936576373,1.75499188777645,NA,-1.65227022519633,0.135705220208577,"mixed"
"BP: ceramide metabolic process","BP","GO:0006672","ceramide metabolic process",5,3,2,0.395137352233574,1.86270486377778,1.7521546491606,0.176063045428345,-1.64038859315696,0.0739030786990839,"mixed"
"BP: regulation of natural killer cell mediated immunity","BP","GO:0002715","regulation of natural killer cell mediated immunity",5,3,2,0.380526990286365,1.88020594489275,1.75182568088951,0.135132155518418,-1.67642104561835,0.0269340037106537,"mixed"
"BP: multicellular organismal-level chemical homeostasis","BP","GO:0140962","multicellular organismal-level chemical homeostasis",5,3,2,0.398504417040137,1.85702626742425,1.75085113967481,0.173129583101395,-1.63001566691187,0.133888348519553,"mixed"
"BP: host-mediated suppression of symbiont invasion","BP","GO:0046597","host-mediated suppression of symbiont invasion",5,3,2,0.38732546333618,1.8675270694104,1.75058677009591,0.076695075621852,-1.65756649680341,0.0159600081829783,"mixed"
"BP: dendrite extension","BP","GO:0097484","dendrite extension",5,3,2,0.353777081277256,1.90993394165127,1.7483255404887,0.0302852229100603,-1.73804560753991,0.0617715004289896,"mixed"
"BP: antigen processing and presentation via MHC class Ib","BP","GO:0002475","antigen processing and presentation via MHC class Ib",5,2,3,-0.420547050288231,1.98254767968162,1.74831975016007,0.100945557017923,-1.8664582505871,0.126188766812824,"mixed"
"BP: carbohydrate catabolic process","BP","GO:0016052","carbohydrate catabolic process",5,2,3,-0.282511020829281,1.85397852142684,1.74758330831139,0.0276606324115346,-1.6359072402564,0.0726992791079948,"mixed"
"BP: cell surface receptor signaling pathway via STAT","BP","GO:0097696","cell surface receptor signaling pathway via STAT",5,3,2,0.388711096291877,1.87647204125215,1.74621615848326,0.362836486819778,-1.6475464969952,0.0117770966022276,"mixed"
"BP: neural tube formation","BP","GO:0001841","neural tube formation",5,2,3,-0.354564429506536,1.92532246719035,1.74602067773342,0.319577527722603,-1.75495450099984,0.0925850201674858,"mixed"
"BP: regulation of T cell differentiation","BP","GO:0045580","regulation of T cell differentiation",5,3,2,0.400710701146172,1.84220800999176,1.74561380022975,0.0643659289046586,-1.61664394747919,0.0300477664598182,"mixed"
"MF: ligand-gated monoatomic ion channel activity","MF","GO:0015276","ligand-gated monoatomic ion channel activity",5,3,2,0.38224589418594,1.86528667816949,1.74412585353006,0.0538352997208708,-1.66057404483024,0.0316766563979165,"mixed"
"BP: regulation of natural killer cell mediated cytotoxicity","BP","GO:0042269","regulation of natural killer cell mediated cytotoxicity",5,3,2,0.370763370641476,1.88101608806771,1.7437003843761,0.0877479124361626,-1.68864214996046,0.0177869161271138,"mixed"
"BP: regulation of protein maturation","BP","GO:1903317","regulation of protein maturation",5,3,2,0.32090460029369,1.95042795164544,1.74341954805016,0.106507552647267,-1.81286782134101,0.131807572878557,"mixed"
"BP: ceramide catabolic process","BP","GO:0046514","ceramide catabolic process",5,3,2,0.349374383384735,1.9085283106822,1.74256056303445,0.0503619599580822,-1.74040488608983,0.0871241236855063,"mixed"
"BP: microtubule polymerization","BP","GO:0046785","microtubule polymerization",5,3,2,0.399373290530901,1.83904184119626,1.74226946458814,0.0339292593204835,-1.61497097055496,0.0268547607377614,"mixed"
"BP: phospholipid homeostasis","BP","GO:0055091","phospholipid homeostasis",5,4,1,1.04307596256719,1.56504851863504,1.74155541286988,0.115522887810198,-1.75084183864356,NA,"mixed"
"CC: proton-transporting two-sector ATPase complex","CC","GO:0016469","proton-transporting two-sector ATPase complex",5,2,3,-0.414239092638348,1.97850772778791,1.74114375729582,0.0110070426408178,-1.85116099259446,0.293484293768126,"mixed"
"BP: regulation of bone remodeling","BP","GO:0046850","regulation of bone remodeling",5,4,1,0.990798903863461,1.67735821225838,1.74050927536251,0.0653438756573493,-2.00804258213272,NA,"mixed"
"CC: proton-transporting ATP synthase complex","CC","GO:0045259","proton-transporting ATP synthase complex",5,2,3,-0.529828324386935,2.07942041902616,1.74013242794949,0.112899447229718,-2.04313549261122,0.231809663921159,"mixed"
"CC: microvillus","CC","GO:0005902","microvillus",5,3,2,0.380214367792872,1.8670066208588,1.73946593516724,0.202810071985878,-1.65866298326868,0.0620875442571891,"mixed"
"BP: positive regulation of type I interferon-mediated signaling pathway","BP","GO:0060340","positive regulation of type I interferon-mediated signaling pathway",5,2,3,-0.433369526830656,1.98805741559186,1.73906382872275,0.138510169880075,-1.88165843053292,0.171389132087773,"mixed"
"BP: myeloid leukocyte mediated immunity","BP","GO:0002444","myeloid leukocyte mediated immunity",5,4,1,1.0801775407356,1.48254552061824,1.73862678891882,0.200546448618,-1.55361945199728,NA,"mixed"
"BP: salivary gland development","BP","GO:0007431","salivary gland development",5,3,2,0.224911238601184,2.07124978982562,1.73632409526988,0.102538949249472,-2.04220804640186,0.0806729223997289,"mixed"
"BP: regulation of nucleocytoplasmic transport","BP","GO:0046822","regulation of nucleocytoplasmic transport",5,2,3,-0.321298422233628,1.88095748474762,1.73560604283983,0.101451682376757,-1.69256806561593,0.139388902699675,"mixed"
"BP: neuron fate commitment","BP","GO:0048663","neuron fate commitment",5,3,2,0.158380211959354,2.19047438561672,1.73527196413978,0.238194000433302,-2.20695741631129,0.655616036088932,"mixed"
"BP: chloride transmembrane transport","BP","GO:1902476","chloride transmembrane transport",5,5,0,1.73516166182739,0.120619310190051,1.73516166182739,0.120619310190051,NA,NA,"up"
"BP: regulation of keratinocyte proliferation","BP","GO:0010837","regulation of keratinocyte proliferation",5,2,3,-0.397858273603875,1.95170361224478,1.73432267002931,0.157783589592158,-1.819312236026,0.169863245599398,"mixed"
"BP: positive regulation of cartilage development","BP","GO:0061036","positive regulation of cartilage development",5,3,2,0.311367503719853,1.95196336344997,1.7337969094859,0.168172060286948,-1.82227660492922,0.0963825574044118,"mixed"
"BP: aortic valve morphogenesis","BP","GO:0003180","aortic valve morphogenesis",5,2,3,-0.374654354495829,1.92528337100481,1.73230875167012,0.0349984469800853,-1.77929642527313,0.118309426712074,"mixed"
"MF: ligand-gated channel activity","MF","GO:0022834","ligand-gated channel activity",5,3,2,0.372517556849732,1.86223602881373,1.73226254483279,0.047108513797084,-1.66709992512486,0.0213410710945723,"mixed"
"BP: negative regulation of extracellular matrix organization","BP","GO:1903054","negative regulation of extracellular matrix organization",5,3,2,0.307896993581126,1.94790784636479,1.73015175532224,0.035325190249304,-1.82548514903055,0.0618030652235769,"mixed"
"CC: plasma membrane signaling receptor complex","CC","GO:0098802","plasma membrane signaling receptor complex",5,4,1,1.10474705306628,1.40353701286616,1.72968073218767,0.151462338483879,-1.39498766341929,NA,"mixed"
"CC: intercalated disc","CC","GO:0014704","intercalated disc",5,3,2,0.31242290665282,1.94693882734546,1.7287578810567,0.0711499645665288,-1.812079554953,0.327296283034773,"mixed"
"BP: regulation of morphogenesis of an epithelium","BP","GO:1905330","regulation of morphogenesis of an epithelium",5,3,2,0.23089667907436,2.05425530419191,1.72750295778182,0.145465625315706,-2.01401273898683,0.197005766174418,"mixed"
"CC: tertiary granule membrane","CC","GO:0070821","tertiary granule membrane",5,2,3,-0.364042742844854,1.91480779967824,1.72704574620641,0.210211058039995,-1.7581017355457,0.15209106883132,"mixed"
